"flatBoolConstraints","Average stack size (kbytes)","peakMem","boolVariables","method","backjumps","flatBoolVars","floatVariables","flatSetVars","Maximum resident set size (kbytes)","setVariables","evaluatedHalfReifiedConstraints","flatFloatConstraints","intVariables","File system inputs","failures","Elapsed (wall clock) time (h:mm:ss or m:ss)","problem","flatFloatVars","Signals delivered","File system outputs","evaluatedReifiedConstraints","nodes","compileTime","Average unshared data size (kbytes)","Major (requiring I/O) page faults","Involuntary context switches","propagators","Exit status","Swaps","Average total size (kbytes)","restarts","User time (seconds)","peakDepth","nogoods","Average shared text size (kbytes)","Minor (reclaiming a frame) page faults","Socket messages received","iteration","flatIntVars","Average resident set size (kbytes)","Socket messages sent","status","initTime","data_file","System time (seconds)","paths","flatTime","flatIntConstraints","eliminatedLinearConstraints","Voluntary context switches","variables","solveTime","propagations","Page size (bytes)","model","Percent of CPU this job got","Command being timed","flatSetConstraints","eliminatedImplications"
"28","0","","","minimize","","227","","","9988","","","","","0","","0:00.02","depot-placement","","0","192","254","","0:00:00.031923","0","0","9","","0","0","0","","0.02","","","0","1179","0","9","277","0","0","","","depot-placement/ulysses22_6.dzn","0.00","","0:00:00.001389","583","","30","","","","4096","depot-placement/depot_placement.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/ulysses22_6.dzn""","",""
"28","0","","","minimize","","227","","","9928","","","","","0","","0:00.02","depot-placement","","0","192","254","","0:00:00.031923","0","0","9","","0","0","0","","0.02","","","0","1180","0","10","277","0","0","","","depot-placement/ulysses22_6.dzn","0.00","","0:00:00.001398","583","","30","","","","4096","depot-placement/depot_placement.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn depot-placement/ulysses22_6.dzn""","",""
"","0","","","","","","","","9164","","","","","96","","0:00.02","train","","0","8","","","0:00:00.034403","0","0","2","","0","0","0","","0.01","","","0","1033","0","1","","0","0","","","train/instance.15.dzn","0.00","","0:00:00.000635","","","30","","","","4096","train/train.mzn","81%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn train/instance.15.dzn""","",""
"","0","","","","","","","","9428","","","","","0","","0:00.02","train","","0","8","","","0:00:00.034403","0","0","2","","0","0","0","","0.01","","","0","1038","0","2","","0","0","","","train/instance.15.dzn","0.00","","0:00:00.000626","","","27","","","","4096","train/train.mzn","90%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn train/instance.15.dzn""","",""
"","0","","","","","","","","9340","","","","","0","","0:00.02","train","","0","8","","","0:00:00.034403","0","0","2","","0","0","0","","0.01","","","0","1036","0","3","","0","0","","","train/instance.15.dzn","0.00","","0:00:00.000632","","","25","","","","4096","train/train.mzn","90%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn train/instance.15.dzn""","",""
"","0","","","","","","","","9268","","","","","0","","0:00.02","train","","0","8","","","0:00:00.034403","0","0","2","","0","0","0","","0.01","","","0","1034","0","4","","0","0","","","train/instance.15.dzn","0.00","","0:00:00.000632","","","25","","","","4096","train/train.mzn","95%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn train/instance.15.dzn""","",""
"","0","","","","","","","","9260","","","","","0","","0:00.02","train","","0","8","","","0:00:00.034403","0","0","2","","0","0","0","","0.01","","","0","1033","0","5","","0","0","","","train/instance.15.dzn","0.00","","0:00:00.000639","","","25","","","","4096","train/train.mzn","90%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn train/instance.15.dzn""","",""
"","0","","","","","","","","9432","","","","","0","","0:00.02","train","","0","8","","","0:00:00.034403","0","0","3","","0","0","0","","0.01","","","0","1036","0","6","","0","0","","","train/instance.15.dzn","0.00","","0:00:00.000669","","","25","","","","4096","train/train.mzn","90%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn train/instance.15.dzn""","",""
"","0","","","","","","","","9360","","","","","0","","0:00.02","train","","0","8","","","0:00:00.034403","0","0","2","","0","0","0","","0.01","","","0","1036","0","7","","0","0","","","train/instance.15.dzn","0.00","","0:00:00.000632","","","25","","","","4096","train/train.mzn","85%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn train/instance.15.dzn""","",""
"","0","","","","","","","","9292","","","","","0","","0:00.02","train","","0","8","","","0:00:00.034403","0","0","2","","0","0","0","","0.01","","","0","1033","0","8","","0","0","","","train/instance.15.dzn","0.00","","0:00:00.000631","","","25","","","","4096","train/train.mzn","90%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn train/instance.15.dzn""","",""
"","0","","","","","","","","9176","","","","","0","","0:00.02","train","","0","8","","","0:00:00.034403","0","0","2","","0","0","0","","0.01","","","0","1031","0","9","","0","0","","","train/instance.15.dzn","0.00","","0:00:00.000628","","","25","","","","4096","train/train.mzn","90%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn train/instance.15.dzn""","",""
"","0","","","","","","","","9296","","","","","0","","0:00.02","train","","0","8","","","0:00:00.034403","0","0","2","","0","0","0","","0.00","","","0","1035","0","10","","0","0","","","train/instance.15.dzn","0.01","","0:00:00.000634","","","25","","","","4096","train/train.mzn","85%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn train/instance.15.dzn""","",""
"","0","","","","","","","","9348","","","","","8","","0:00.02","train","","0","8","","","0:00:00.034403","0","0","2","","0","0","0","","0.01","","","0","1037","0","1","","0","0","","","train/instance.2.dzn","0.00","","0:00:00.000628","","","27","","","","4096","train/train.mzn","81%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn train/instance.2.dzn""","",""
"","0","","","","","","","","9412","","","","","0","","0:00.02","train","","0","8","","","0:00:00.034403","0","0","2","","0","0","0","","0.00","","","0","1038","0","2","","0","0","","","train/instance.2.dzn","0.01","","0:00:00.000631","","","26","","","","4096","train/train.mzn","85%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn train/instance.2.dzn""","",""
"","0","","","","","","","","9296","","","","","0","","0:00.02","train","","0","8","","","0:00:00.034403","0","0","2","","0","0","0","","0.01","","","0","1038","0","3","","0","0","","","train/instance.2.dzn","0.00","","0:00:00.000629","","","25","","","","4096","train/train.mzn","95%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn train/instance.2.dzn""","",""
"","0","","","","","","","","9188","","","","","0","","0:00.02","train","","0","8","","","0:00:00.034403","0","0","2","","0","0","0","","0.01","","","0","1034","0","4","","0","0","","","train/instance.2.dzn","0.00","","0:00:00.000630","","","25","","","","4096","train/train.mzn","85%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn train/instance.2.dzn""","",""
"","0","","","","","","","","9404","","","","","0","","0:00.02","train","","0","8","","","0:00:00.034403","0","0","2","","0","0","0","","0.01","","","0","1038","0","5","","0","0","","","train/instance.2.dzn","0.00","","0:00:00.000630","","","25","","","","4096","train/train.mzn","90%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn train/instance.2.dzn""","",""
"","0","","","","","","","","9304","","","","","0","","0:00.02","train","","0","8","","","0:00:00.034403","0","0","2","","0","0","0","","0.01","","","0","1037","0","6","","0","0","","","train/instance.2.dzn","0.00","","0:00:00.000634","","","25","","","","4096","train/train.mzn","85%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn train/instance.2.dzn""","",""
"","0","","","","","","","","9416","","","","","0","","0:00.02","train","","0","8","","","0:00:00.034403","0","0","2","","0","0","0","","0.01","","","0","1038","0","7","","0","0","","","train/instance.2.dzn","0.00","","0:00:00.000634","","","24","","","","4096","train/train.mzn","90%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn train/instance.2.dzn""","",""
"","0","","","","","","","","9436","","","","","0","","0:00.02","train","","0","8","","","0:00:00.034403","0","0","2","","0","0","0","","0.01","","","0","1040","0","8","","0","0","","","train/instance.2.dzn","0.00","","0:00:00.000630","","","24","","","","4096","train/train.mzn","95%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn train/instance.2.dzn""","",""
"","0","","","","","","","","9364","","","","","0","","0:00.02","train","","0","8","","","0:00:00.034403","0","0","2","","0","0","0","","0.01","","","0","1037","0","9","","0","0","","","train/instance.2.dzn","0.00","","0:00:00.000635","","","25","","","","4096","train/train.mzn","95%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn train/instance.2.dzn""","",""
"","0","","","","","","","","9312","","","","","0","","0:00.02","train","","0","8","","","0:00:00.034403","0","0","2","","0","0","0","","0.00","","","0","1037","0","10","","0","0","","","train/instance.2.dzn","0.00","","0:00:00.000635","","","25","","","","4096","train/train.mzn","85%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn train/instance.2.dzn""","",""
"","0","","","","","","","","9364","","","","","8","","0:00.02","train","","0","8","","","0:00:00.034403","0","0","2","","0","0","0","","0.01","","","0","1039","0","1","","0","0","","","train/instance.3.dzn","0.00","","0:00:00.000625","","","27","","","","4096","train/train.mzn","90%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn train/instance.3.dzn""","",""
"","0","","","","","","","","9268","","","","","0","","0:00.02","train","","0","8","","","0:00:00.034403","0","0","3","","0","0","0","","0.01","","","0","1036","0","2","","0","0","","","train/instance.3.dzn","0.00","","0:00:00.000634","","","26","","","","4096","train/train.mzn","85%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn train/instance.3.dzn""","",""
"","0","","","","","","","","9360","","","","","0","","0:00.02","train","","0","8","","","0:00:00.034403","0","0","2","","0","0","0","","0.01","","","0","1038","0","3","","0","0","","","train/instance.3.dzn","0.00","","0:00:00.000637","","","25","","","","4096","train/train.mzn","95%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn train/instance.3.dzn""","",""
"","0","","","","","","","","9272","","","","","0","","0:00.02","train","","0","8","","","0:00:00.034403","0","0","2","","0","0","0","","0.01","","","0","1036","0","4","","0","0","","","train/instance.3.dzn","0.00","","0:00:00.000634","","","25","","","","4096","train/train.mzn","90%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn train/instance.3.dzn""","",""
"","0","","","","","","","","9432","","","","","0","","0:00.02","train","","0","8","","","0:00:00.034403","0","0","2","","0","0","0","","0.01","","","0","1038","0","5","","0","0","","","train/instance.3.dzn","0.00","","0:00:00.000628","","","25","","","","4096","train/train.mzn","95%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn train/instance.3.dzn""","",""
"","0","","","","","","","","9332","","","","","0","","0:00.02","train","","0","8","","","0:00:00.034403","0","0","3","","0","0","0","","0.01","","","0","1037","0","6","","0","0","","","train/instance.3.dzn","0.00","","0:00:00.000640","","","25","","","","4096","train/train.mzn","90%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn train/instance.3.dzn""","",""
"","0","","","","","","","","9372","","","","","0","","0:00.02","train","","0","8","","","0:00:00.034403","0","0","2","","0","0","0","","0.01","","","0","1040","0","7","","0","0","","","train/instance.3.dzn","0.00","","0:00:00.000648","","","25","","","","4096","train/train.mzn","95%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn train/instance.3.dzn""","",""
"","0","","","","","","","","9304","","","","","0","","0:00.02","train","","0","8","","","0:00:00.034403","0","0","2","","0","0","0","","0.01","","","0","1037","0","8","","0","0","","","train/instance.3.dzn","0.00","","0:00:00.000664","","","25","","","","4096","train/train.mzn","90%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn train/instance.3.dzn""","",""
"","0","","","","","","","","9360","","","","","0","","0:00.02","train","","0","8","","","0:00:00.034403","0","0","2","","0","0","0","","0.00","","","0","1039","0","9","","0","0","","","train/instance.3.dzn","0.00","","0:00:00.000656","","","25","","","","4096","train/train.mzn","85%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn train/instance.3.dzn""","",""
"","0","","","","","","","","9368","","","","","0","","0:00.02","train","","0","8","","","0:00:00.034403","0","0","2","","0","0","0","","0.01","","","0","1037","0","10","","0","0","","","train/instance.3.dzn","0.00","","0:00:00.000637","","","25","","","","4096","train/train.mzn","95%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn train/instance.3.dzn""","",""
"","0","","","","","","","","9124","","","","","8","","0:00.02","train","","0","8","","","0:00:00.034403","0","0","2","","0","0","0","","0.01","","","0","1017","0","1","","0","0","","","train/instance.6.dzn","0.00","","0:00:00.000422","","","27","","","","4096","train/train.mzn","85%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn train/instance.6.dzn""","",""
"","0","","","","","","","","9308","","","","","0","","0:00.02","train","","0","8","","","0:00:00.034403","0","0","3","","0","0","0","","0.01","","","0","1022","0","2","","0","0","","","train/instance.6.dzn","0.00","","0:00:00.000413","","","26","","","","4096","train/train.mzn","90%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn train/instance.6.dzn""","",""
"","0","","","","","","","","9220","","","","","0","","0:00.02","train","","0","8","","","0:00:00.034403","0","0","2","","0","0","0","","0.01","","","0","1020","0","3","","0","0","","","train/instance.6.dzn","0.00","","0:00:00.000430","","","25","","","","4096","train/train.mzn","95%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn train/instance.6.dzn""","",""
"","0","","","","","","","","9240","","","","","0","","0:00.02","train","","0","8","","","0:00:00.034403","0","0","2","","0","0","0","","0.01","","","0","1020","0","4","","0","0","","","train/instance.6.dzn","0.00","","0:00:00.000416","","","25","","","","4096","train/train.mzn","90%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn train/instance.6.dzn""","",""
"","0","","","","","","","","9228","","","","","0","","0:00.02","train","","0","8","","","0:00:00.034403","0","0","2","","0","0","0","","0.01","","","0","1022","0","5","","0","0","","","train/instance.6.dzn","0.00","","0:00:00.000421","","","25","","","","4096","train/train.mzn","95%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn train/instance.6.dzn""","",""
"","0","","","","","","","","9112","","","","","0","","0:00.02","train","","0","8","","","0:00:00.034403","0","0","2","","0","0","0","","0.01","","","0","1019","0","6","","0","0","","","train/instance.6.dzn","0.00","","0:00:00.000426","","","25","","","","4096","train/train.mzn","90%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn train/instance.6.dzn""","",""
"","0","","","","","","","","9304","","","","","0","","0:00.02","train","","0","8","","","0:00:00.034403","0","0","2","","0","0","0","","0.01","","","0","1023","0","7","","0","0","","","train/instance.6.dzn","0.00","","0:00:00.000430","","","25","","","","4096","train/train.mzn","90%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn train/instance.6.dzn""","",""
"","0","","","","","","","","9200","","","","","0","","0:00.02","train","","0","8","","","0:00:00.034403","0","0","2","","0","0","0","","0.01","","","0","1020","0","8","","0","0","","","train/instance.6.dzn","0.00","","0:00:00.000415","","","25","","","","4096","train/train.mzn","90%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn train/instance.6.dzn""","",""
"","0","","","","","","","","9232","","","","","0","","0:00.02","train","","0","8","","","0:00:00.034403","0","0","2","","0","0","0","","0.01","","","0","1018","0","9","","0","0","","","train/instance.6.dzn","0.00","","0:00:00.000422","","","25","","","","4096","train/train.mzn","90%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn train/instance.6.dzn""","",""
"","0","","","","","","","","9232","","","","","0","","0:00.02","train","","0","8","","","0:00:00.034403","0","0","2","","0","0","0","","0.01","","","0","1019","0","10","","0","0","","","train/instance.6.dzn","0.00","","0:00:00.000424","","","25","","","","4096","train/train.mzn","90%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn train/instance.6.dzn""","",""
