"Voluntary context switches","Socket messages received","nogoods","System time (seconds)","Average total size (kbytes)","flatFloatVars","eliminatedImplications","flatFloatConstraints","failures","status","Swaps","User time (seconds)","peakDepth","Average shared text size (kbytes)","Socket messages sent","flatBoolConstraints","flatIntVars","flatSetConstraints","propagators","iteration","flatBoolVars","intVariables","Command being timed","boolVariables","Minor (reclaiming a frame) page faults","flatIntConstraints","Signals delivered","data_file","paths","evaluatedHalfReifiedConstraints","Exit status","peakMem","flatSetVars","Major (requiring I/O) page faults","nodes","Page size (bytes)","Elapsed (wall clock) time (h:mm:ss or m:ss)","Maximum resident set size (kbytes)","Percent of CPU this job got","propagations","File system outputs","problem","model","restarts","variables","floatVariables","method","Average resident set size (kbytes)","evaluatedReifiedConstraints","Average stack size (kbytes)","setVariables","solveTime","eliminatedLinearConstraints","Involuntary context switches","File system inputs","initTime","backjumps","flatTime","Average unshared data size (kbytes)"
"114","0","","0.00","0","","","","","","0","0.04","","0","0","15","174","","","6","85","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d3.dzn""","","1708","263","0","stack-cuttingstock/d3.dzn","0","","0","","","0","","4096","0:00.05","16084","92%","","104","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","70","0","","","","11","0","","","0:00:00.041735","0"
"113","0","","0.02","0","","","","","","0","0.02","","0","0","15","174","","","7","85","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d3.dzn""","","1703","263","0","stack-cuttingstock/d3.dzn","0","","0","","","0","","4096","0:00.05","16112","92%","","104","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","70","0","","","","11","0","","","0:00:00.041934","0"
"113","0","","0.02","0","","","","","","0","0.03","","0","0","15","174","","","8","85","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d3.dzn""","","1705","263","0","stack-cuttingstock/d3.dzn","0","","0","","","0","","4096","0:00.05","15996","92%","","104","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","70","0","","","","11","0","","","0:00:00.041721","0"
"114","0","","0.00","0","","","","","","0","0.04","","0","0","15","174","","","9","85","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d3.dzn""","","1704","263","0","stack-cuttingstock/d3.dzn","0","","0","","","0","","4096","0:00.05","16088","94%","","104","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","70","0","","","","12","0","","","0:00:00.041678","0"
"113","0","","0.00","0","","","","","","0","0.04","","0","0","15","174","","","10","85","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d3.dzn""","","1705","263","0","stack-cuttingstock/d3.dzn","0","","0","","","0","","4096","0:00.05","15996","92%","","104","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","70","0","","","","12","0","","","0:00:00.041942","0"
"122","0","","0.01","0","","","","","","0","0.07","","0","0","90","891","","","1","470","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d8.dzn""","","2452","1319","0","stack-cuttingstock/d8.dzn","0","","0","","","0","","4096","0:00.08","18712","94%","","496","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","380","0","","","","12","8","","","0:00:00.065489","0"
"121","0","","0.01","0","","","","","","0","0.06","","0","0","90","891","","","2","470","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d8.dzn""","","2451","1319","0","stack-cuttingstock/d8.dzn","0","","0","","","0","","4096","0:00.08","18612","94%","","496","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","380","0","","","","13","0","","","0:00:00.064338","0"
"122","0","","0.02","0","","","","","","0","0.05","","0","0","90","891","","","3","470","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d8.dzn""","","2457","1319","0","stack-cuttingstock/d8.dzn","0","","0","","","0","","4096","0:00.08","18816","94%","","496","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","380","0","","","","13","0","","","0:00:00.064635","0"
"120","0","","0.02","0","","","","","","0","0.05","","0","0","90","891","","","4","470","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d8.dzn""","","2451","1319","0","stack-cuttingstock/d8.dzn","0","","0","","","0","","4096","0:00.08","18676","94%","","496","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","380","0","","","","12","0","","","0:00:00.064158","0"
"119","0","","0.02","0","","","","","","0","0.05","","0","0","90","891","","","5","470","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d8.dzn""","","2455","1319","0","stack-cuttingstock/d8.dzn","0","","0","","","0","","4096","0:00.08","18788","95%","","496","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","380","0","","","","13","0","","","0:00:00.064160","0"
"119","0","","0.02","0","","","","","","0","0.05","","0","0","90","891","","","6","470","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d8.dzn""","","2450","1319","0","stack-cuttingstock/d8.dzn","0","","0","","","0","","4096","0:00.08","18656","94%","","496","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","380","0","","","","12","0","","","0:00:00.063803","0"
"121","0","","0.00","0","","","","","","0","0.07","","0","0","90","891","","","7","470","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d8.dzn""","","2451","1319","0","stack-cuttingstock/d8.dzn","0","","0","","","0","","4096","0:00.08","18568","95%","","496","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","380","0","","","","13","0","","","0:00:00.063838","0"
"119","0","","0.01","0","","","","","","0","0.06","","0","0","90","891","","","8","470","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d8.dzn""","","2454","1319","0","stack-cuttingstock/d8.dzn","0","","0","","","0","","4096","0:00.08","18728","95%","","496","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","380","0","","","","13","0","","","0:00:00.063843","0"
"120","0","","0.01","0","","","","","","0","0.07","","0","0","90","891","","","9","470","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d8.dzn""","","2449","1319","0","stack-cuttingstock/d8.dzn","0","","0","","","0","","4096","0:00.08","18676","95%","","496","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","380","0","","","","12","0","","","0:00:00.064224","0"
"120","0","","0.01","0","","","","","","0","0.06","","0","0","90","891","","","10","470","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d8.dzn""","","2452","1319","0","stack-cuttingstock/d8.dzn","0","","0","","","0","","4096","0:00.08","18652","95%","","496","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","380","0","","","","12","0","","","0:00:00.064426","0"
"120","0","","0.01","0","","","","","","0","0.05","","0","0","60","625","","","1","324","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d5.dzn""","","2197","923","0","stack-cuttingstock/d5.dzn","0","","0","","","0","","4096","0:00.07","17852","92%","","352","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","264","0","","","","13","8","","","0:00:00.058500","0"
"119","0","","0.00","0","","","","","","0","0.06","","0","0","60","625","","","2","324","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d5.dzn""","","2195","923","0","stack-cuttingstock/d5.dzn","0","","0","","","0","","4096","0:00.07","17872","94%","","352","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","264","0","","","","13","0","","","0:00:00.057241","0"
"117","0","","0.00","0","","","","","","0","0.06","","0","0","60","625","","","3","324","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d5.dzn""","","2200","923","0","stack-cuttingstock/d5.dzn","0","","0","","","0","","4096","0:00.07","17960","94%","","352","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","264","0","","","","12","0","","","0:00:00.056460","0"
"117","0","","0.01","0","","","","","","0","0.05","","0","0","60","625","","","4","324","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d5.dzn""","","2194","923","0","stack-cuttingstock/d5.dzn","0","","0","","","0","","4096","0:00.07","17816","94%","","352","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","264","0","","","","13","0","","","0:00:00.056552","0"
"117","0","","0.01","0","","","","","","0","0.05","","0","0","60","625","","","5","324","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d5.dzn""","","2196","923","0","stack-cuttingstock/d5.dzn","0","","0","","","0","","4096","0:00.07","17924","94%","","352","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","264","0","","","","13","0","","","0:00:00.056794","0"
"117","0","","0.02","0","","","","","","0","0.04","","0","0","60","625","","","6","324","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d5.dzn""","","2196","923","0","stack-cuttingstock/d5.dzn","0","","0","","","0","","4096","0:00.07","17884","93%","","352","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","264","0","","","","12","0","","","0:00:00.056630","0"
"118","0","","0.01","0","","","","","","0","0.05","","0","0","60","625","","","7","324","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d5.dzn""","","2194","923","0","stack-cuttingstock/d5.dzn","0","","0","","","0","","4096","0:00.07","17800","96%","","352","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","264","0","","","","13","0","","","0:00:00.056422","0"
"116","0","","0.01","0","","","","","","0","0.05","","0","0","60","625","","","8","324","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d5.dzn""","","2195","923","0","stack-cuttingstock/d5.dzn","0","","0","","","0","","4096","0:00.07","17960","96%","","352","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","264","0","","","","12","0","","","0:00:00.056498","0"
"117","0","","0.02","0","","","","","","0","0.05","","0","0","60","625","","","9","324","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d5.dzn""","","2196","923","0","stack-cuttingstock/d5.dzn","0","","0","","","0","","4096","0:00.07","17780","94%","","352","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","264","0","","","","14","0","","","0:00:00.056557","0"
"115","0","","0.01","0","","","","","","0","0.05","","0","0","60","625","","","10","324","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d5.dzn""","","2197","923","0","stack-cuttingstock/d5.dzn","0","","0","","","0","","4096","0:00.07","17940","96%","","352","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","264","0","","","","14","0","","","0:00:00.056441","0"
"120","0","","0.02","0","","","","","","0","0.04","","0","0","60","625","","","1","324","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d7.dzn""","","2190","923","0","stack-cuttingstock/d7.dzn","0","","0","","","0","","4096","0:00.07","17756","93%","","352","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","264","0","","","","12","8","","","0:00:00.057333","0"
"118","0","","0.02","0","","","","","","0","0.05","","0","0","60","625","","","2","324","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d7.dzn""","","2195","923","0","stack-cuttingstock/d7.dzn","0","","0","","","0","","4096","0:00.07","17888","94%","","352","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","264","0","","","","13","0","","","0:00:00.057553","0"
"117","0","","0.01","0","","","","","","0","0.06","","0","0","60","625","","","3","324","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d7.dzn""","","2193","923","0","stack-cuttingstock/d7.dzn","0","","0","","","0","","4096","0:00.07","17800","96%","","352","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","264","0","","","","13","0","","","0:00:00.056492","0"
"117","0","","0.02","0","","","","","","0","0.04","","0","0","60","625","","","4","324","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d7.dzn""","","2195","923","0","stack-cuttingstock/d7.dzn","0","","0","","","0","","4096","0:00.07","17964","93%","","352","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","264","0","","","","12","0","","","0:00:00.056703","0"
"118","0","","0.00","0","","","","","","0","0.06","","0","0","60","625","","","5","324","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d7.dzn""","","2191","923","0","stack-cuttingstock/d7.dzn","0","","0","","","0","","4096","0:00.07","17772","94%","","352","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","264","0","","","","14","0","","","0:00:00.056504","0"
"117","0","","0.00","0","","","","","","0","0.06","","0","0","60","625","","","6","324","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d7.dzn""","","2193","923","0","stack-cuttingstock/d7.dzn","0","","0","","","0","","4096","0:00.07","17884","94%","","352","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","264","0","","","","12","0","","","0:00:00.057121","0"
"118","0","","0.02","0","","","","","","0","0.05","","0","0","60","625","","","7","324","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d7.dzn""","","2193","923","0","stack-cuttingstock/d7.dzn","0","","0","","","0","","4096","0:00.07","17900","94%","","352","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","264","0","","","","12","0","","","0:00:00.056994","0"
"119","0","","0.01","0","","","","","","0","0.06","","0","0","60","625","","","8","324","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d7.dzn""","","2194","923","0","stack-cuttingstock/d7.dzn","0","","0","","","0","","4096","0:00.07","17960","96%","","352","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","264","0","","","","11","0","","","0:00:00.056605","0"
"117","0","","0.01","0","","","","","","0","0.05","","0","0","60","625","","","9","324","","""minizinc --solver org.minizinc.mzn-fzn -c -s stack-cuttingstock/stack-cutstock-cumu.mzn stack-cuttingstock/d7.dzn""","","2193","923","0","stack-cuttingstock/d7.dzn","0","","0","","","0","","4096","0:00.07","17852","94%","","352","stack-cuttingstock","stack-cuttingstock/stack-cutstock-cumu.mzn","","","","minimize","0","264","0","","","","13","0","","","0:00:00.056452","0"
